date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:54:10	55167/55167	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/home-small-business.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-small-business.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:11	18176/18176	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/home-split.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-split.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:11	43955/43955	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:31%20GMT	http://7oroof.com/tfdemos/whole/home-creative.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-creative.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:11	32387/32387	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-personal.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-personal.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:12	50509/50509	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-pinterest.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-portfolio-pinterest.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:12	46777/46777	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-gallery.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-portfolio-gallery.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:12	17717/17717	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-masonry.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-portfolio-masonry.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:13	12757/12757	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-sidebar.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-portfolio-sidebar.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:14	42064/42064	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-parallax.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-portfolio-parallax.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:14	62939/62939	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:32%20GMT	http://7oroof.com/tfdemos/whole/home-shop.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-shop.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:14	53510/53510	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-portfolio-simple.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-portfolio-simple.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:15	31063/31063	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-left-menu.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-left-menu.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:16	79107/79107	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/home-bordered.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-bordered.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:16	75681/75681	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:03%20GMT	http://7oroof.com/tfdemos/whole/home-dark.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/home-dark.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:16	57760/57760	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/page-about-us.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-about-us.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:17	57115/57115	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:10%20GMT	http://7oroof.com/tfdemos/whole/page-who-we-are.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-who-we-are.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:17	50974/50974	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:06%20GMT	http://7oroof.com/tfdemos/whole/page-meet-team.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-meet-team.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:17	52793/52793	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-our-team.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-our-team.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:18	54177/54177	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:04%20GMT	http://7oroof.com/tfdemos/whole/page-about-me.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-about-me.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:18	51485/51485	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-services.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-services.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:18	52456/52456	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-our-process.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-our-process.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:19	49447/49447	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:06%20GMT	http://7oroof.com/tfdemos/whole/page-our-pricing.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-our-pricing.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:19	46452/46452	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:06%20GMT	http://7oroof.com/tfdemos/whole/page-our-clients.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-our-clients.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:19	46612/46612	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:05%20GMT	http://7oroof.com/tfdemos/whole/page-faqs.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-faqs.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:20	41448/41448	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:05%20GMT	http://7oroof.com/tfdemos/whole/page-contact.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-contact.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:20	59657/59657	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-1.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:20	57408/57408	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-2.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:21	59439/59439	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-4.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:22	57300/57300	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-5.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:22	57300/57300	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-3.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:22	59607/59607	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-6.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:23	59657/59657	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-7.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-7.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:23	57415/57415	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:34:38%20GMT	http://7oroof.com/tfdemos/whole/slider-rs-8.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-rs-8.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:23	49277/49277	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:18%20GMT	http://7oroof.com/tfdemos/whole/slider-1.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:24	49160/49160	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-2.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:24	49221/49221	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-3.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:24	49029/49029	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-4.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:25	48972/48972	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-5.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:25	49166/49166	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-6.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:25	49256/49256	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-7.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-7.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:26	48782/48782	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-8.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-8.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:26	48931/48931	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:20%20GMT	http://7oroof.com/tfdemos/whole/slider-9.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-9.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:27	48522/48522	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:18%20GMT	http://7oroof.com/tfdemos/whole/slider-10.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-10.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:27	48755/48755	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:19%20GMT	http://7oroof.com/tfdemos/whole/slider-11.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/slider-11.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:27	46542/46542	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-20.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-20.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:28	16901/16901	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-21.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-21.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:28	46507/46507	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-1.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:29	46523/46523	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-3.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:30	46493/46493	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-2.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:30	46501/46501	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-4.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:30	46521/46521	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-5.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:30	46499/46499	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-6.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:31	41005/41005	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-11.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-11.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:31	46585/46585	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-12.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-12.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:31	44128/44128	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-13.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-13.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:32	17428/17428	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-10.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-10.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:32	46541/46541	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-15.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-15.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:32	46541/46541	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-16.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-16.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:33	44043/44043	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-19.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-19.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:33	47858/47858	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-7.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-7.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:33	46857/46857	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-17.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-17.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:34	45147/45147	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:01%20GMT	http://7oroof.com/tfdemos/whole/header-18.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-18.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:34	17440/17440	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-8.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-8.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:35	17433/17433	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:02%20GMT	http://7oroof.com/tfdemos/whole/header-9.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-9.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:35	47517/47517	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/header-14.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/header-14.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:35	46507/46507	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-1.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/footer-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:36	45827/45827	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-2.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/footer-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:36	46149/46149	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-3.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/footer-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:36	46645/46645	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:36:59%20GMT	http://7oroof.com/tfdemos/whole/footer-4.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/footer-4.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:37	43744/43744	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/footer-5.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/footer-5.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:37	43386/43386	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:00%20GMT	http://7oroof.com/tfdemos/whole/footer-6.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/footer-6.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:37	46697/46697	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:07%20GMT	http://7oroof.com/tfdemos/whole/page-title-1.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-title-1.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:38	46925/46925	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:09%20GMT	http://7oroof.com/tfdemos/whole/page-title-2.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-title-2.html	(from http://7oroof.com/tfdemos/whole/index.html)
13:54:38	46906/46906	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:37:09%20GMT	http://7oroof.com/tfdemos/whole/page-title-3.html	C:/My%20Web%20Sites/meee/7oroof.com/tfdemos/whole/page-title-3.html	(from http://7oroof.com/tfdemos/whole/index.html)
